@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 75\nSize of the tree: 103\n','Number of leaves: 90\nSize of the tree: 125\n','Number of leaves: 91\nSize of the tree: 127\n','Number of leaves: 88\nSize of the tree: 121\n','Number of leaves: 84\nSize of the tree: 116\n','Number of leaves: 95\nSize of the tree: 131\n','Number of leaves: 93\nSize of the tree: 129\n','Number of leaves: 92\nSize of the tree: 127\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20180905.212,1088,120,116,4,0,96.666667,3.333333,0,0.92493,0.105064,0.186774,45.936554,55.283368,143.9511,47.792892,96.158208,1.199593,0.398274,0.801318,94.762954,0.789691,65.829961,1,84,0.055556,2,0.944444,34,0,0,0.976744,1,0.988235,0.960459,0.999504,0.999718,0.966667,0.043728,0.956272,0.033333,0.96765,0.966667,0.961635,0.940808,0.996928,0.989102,0.87628,0.966667,0,0,0,0,0,0,96456,94707,12427,100,50,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,1,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,106,15,0,87.603306,12.396694,0,0.723323,0.061983,0.248965,27.169041,73.901461,144.467111,16110,-15965.532889,1.193943,133.140496,-131.946553,87.919234,0.726605,60.857612,0.952941,81,0.055556,2,0.944444,34,0.047059,4,0.975904,0.952941,0.964286,0.883912,0.948693,0.963037,0.876033,0.069886,0.930114,0.123967,?,0.876033,?,?,0.903073,0.818931,?,0.876033,0.062,0.016,0.0625,0.015625,62.5,15.625,79054,94622,12512,87.603306,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,2,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,112,9,0,92.561983,7.438017,0,0.837147,0.03719,0.192847,16.301424,57.243825,144.467111,9666,-9521.532889,1.193943,79.884298,-78.690354,109.50505,0.905,75.799294,0.964706,82,0,0,1,36,0.035294,3,1,0.964706,0.982036,0.943662,0.982353,0.989499,0.92562,0.021365,0.978635,0.07438,?,0.92562,?,?,0.952128,0.889232,?,0.92562,0.063,0,0.0625,0,62.5,0,77740,94622,12512,92.561983,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,3,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,105,16,0,86.77686,13.22314,0,0.723902,0.066116,0.25713,28.98031,76.3251,144.467111,17184,-17039.532889,1.193943,142.016529,-140.822586,91.250619,0.754137,63.163594,0.894118,76,0,0,1,36,0.105882,9,1,0.894118,0.944099,0.845751,0.947059,0.968498,0.867769,0.037981,0.962019,0.132231,?,0.867769,?,?,0.914894,0.839244,?,0.867769,0.062,0.016,0.0625,0.015625,62.5,15.625,78470,94622,12512,86.77686,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,4,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,110,11,0,90.909091,9.090909,0,0.799548,0.045455,0.213201,19.922971,63.281911,144.578366,11814,-11669.421634,1.194863,97.636364,-96.441501,100.031045,0.826703,69.188114,0.964706,82,0,0,1,36,0.035294,3,1,0.964706,0.982036,0.943662,0.982353,0.989499,0.909091,0.026112,0.973888,0.090909,?,0.909091,?,?,0.941489,0.864373,?,0.909091,0.062,0,0.0625,0,62.5,0,79054,94622,12512,90.909091,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,5,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,107,14,0,88.429752,11.570248,0,0.748441,0.057851,0.240523,25.356508,71.391624,144.578366,15036,-14891.421634,1.194863,124.264463,-123.0696,90.74234,0.749937,62.763429,0.941176,80,0,0,1,36,0.058824,5,1,0.941176,0.969697,0.909065,0.970588,0.982499,0.884298,0.033234,0.966766,0.115702,?,0.884298,?,?,0.925532,0.839932,?,0.884298,0.063,0,0.0625,0,62.5,0,78032,94622,12512,88.429752,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,6,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,106,15,0,87.603306,12.396694,0,0.73523,0.061983,0.248965,27.088541,73.654482,147.012803,16110,-15962.987197,1.214982,133.140496,-131.925514,90.900578,0.751244,61.831743,0.929412,79,0,0,1,36,0.070588,6,1,0.929412,0.963415,0.892546,0.964706,0.978999,0.876033,0.033928,0.966072,0.123967,?,0.876033,?,?,0.921053,0.835327,?,0.876033,0.047,0.019,0.046875,0.015625,46.875,15.625,77594,94622,12512,87.603306,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,7,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,104,17,0,85.950413,14.049587,0,0.711622,0.070248,0.265043,30.700346,78.411184,147.012803,18258,-18110.987197,1.214982,150.892562,-149.67758,91.47975,0.756031,62.225703,0.882353,75,0,0,1,36,0.117647,10,1,0.882353,0.9375,0.830986,0.941176,0.964998,0.859504,0.038452,0.961548,0.140496,?,0.859504,?,?,0.910526,0.835,?,0.859504,0.053,0,0.046875,0,46.875,0,77594,94622,12512,85.950413,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,8,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1087,121,109,12,0,90.082645,9.917355,0,0.788276,0.049587,0.222681,21.506012,65.31717,148.665435,12888,-12739.334565,1.22864,106.512397,-105.283757,101.831852,0.841586,68.497329,0.952381,80,0,0,1,37,0.047619,4,1,0.952381,0.97561,0.927074,0.97619,0.985439,0.900826,0.028486,0.971514,0.099174,?,0.900826,?,?,0.93617,0.857849,?,0.900826,0.063,0.016,0.0625,0.015625,62.5,15.625,78178,94622,12512,90.082645,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,9,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1088,120,105,15,0,87.5,12.5,0,0.73506,0.0625,0.25,27.326416,73.997572,143.9511,16110,-15966.0489,1.199593,134.25,-133.050407,90.462998,0.753858,62.842867,0.916667,77,0,0,1,36,0.083333,7,1,0.916667,0.956522,0.876038,0.958333,0.975,0.875,0.03629,0.96371,0.125,?,0.875,?,?,0.919355,0.838046,?,0.875,0.062,0,0.0625,0,62.5,0,78908,94707,12427,87.5,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,10,weka.classifiers.functions.LibSVM,'-S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model \"C:\\\\Program Files (x86)\\\\Weka-3-8\" -seed 1',14172,20180905.212,1088,120,109,11,0,90.833333,9.166667,0,0.798964,0.045833,0.214087,20.039371,63.367735,143.9511,11814,-11670.0489,1.199593,98.45,-97.250407,99.465132,0.828876,69.096472,0.964286,81,0,0,1,36,0.035714,3,1,0.964286,0.981818,0.943456,0.982143,0.989286,0.908333,0.026613,0.973387,0.091667,?,0.908333,?,?,0.94086,0.863271,?,0.908333,0.063,0,0.0625,0,62.5,0,78178,94707,12427,90.833333,25,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.212,1087,121,120,1,0,99.173554,0.826446,0,0.981854,0.008872,0.058179,3.888674,17.26947,144.467111,4.430573,140.036537,1.193943,0.036616,1.157327,140.067338,1.157581,96.954481,1,85,0,0,1,36,0,0,1,1,1,1,1,1,0.991736,0.000356,0.999644,0.008264,0.993113,0.991736,0.992033,0.99091,1,1,0.972556,0.991736,2.31,0,2.3125,0,2312.5,0,31677,94622,12512,100,26.033058,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1087,121,120,1,0,99.173554,0.826446,0,0.981733,0.00813,0.065589,3.563507,19.469237,144.467111,7.183809,137.283301,1.193943,0.05937,1.134573,138.315049,1.1431,95.741549,1,85,0,0,1,36,0,0,1,1,1,1,1,1,0.991736,0.002374,0.997626,0.008264,0.992031,0.991736,0.991352,0.99029,0.999648,0.99875,0.967677,0.991736,2.316,0,2.3125,0,2312.5,0,31677,94622,12512,99.173554,26.239669,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1087,121,119,2,0,98.347107,1.652893,0,0.963778,0.008821,0.054006,3.866569,16.030772,144.467111,3.917648,140.549463,1.193943,0.032377,1.161566,140.38004,1.160166,97.170934,0.988235,84,0,0,1,36,0.011765,1,1,0.988235,0.994083,0.980574,1,1,0.983471,0.004748,0.995252,0.016529,0.984611,0.983471,0.983151,0.971669,1,1,0.953878,0.983471,2.332,0.001,2.34375,0,2343.75,0,31677,94622,12512,100,26.239669,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1087,121,120,1,0,99.173554,0.826446,0,0.981856,0.008038,0.05749,3.523243,17.063964,144.578366,6.066229,138.512137,1.194863,0.050134,1.144728,140.588624,1.161889,97.24043,1,85,0,0,1,36,0,0,1,1,1,1,1,1,0.991736,0.000283,0.999717,0.008264,0.993388,0.991736,0.992117,0.991057,0.999736,0.999174,0.967505,0.991736,2.296,0,2.296875,0,2296.875,0,31677,94622,12512,99.173554,26.239669,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1087,121,115,6,0,95.041322,4.958678,0,0.891706,0.023427,0.1226,10.268309,36.390048,144.578366,19.572473,125.005893,1.194863,0.161756,1.033107,128.713569,1.063749,89.026853,0.976471,83,0.027778,1,0.972222,35,0.023529,2,0.988095,0.976471,0.982249,0.941338,0.997059,0.99885,0.950413,0.025182,0.974818,0.049587,0.950905,0.950413,0.950565,0.917385,0.997192,0.986068,0.806926,0.950413,2.305,0,2.296875,0,2296.875,0,31677,94622,12512,98.347107,27.479339,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1087,121,116,5,0,95.867769,4.132231,0,0.910357,0.023211,0.119217,10.144056,35.269605,147.012803,15.969892,131.042911,1.214982,0.131983,1.082999,132.07104,1.091496,89.836421,0.976471,83,0.027778,1,0.972222,35,0.023529,2,0.988095,0.976471,0.982249,0.941338,0.998039,0.999208,0.958678,0.024749,0.975251,0.041322,0.963914,0.958678,0.95815,0.92699,0.997958,0.99514,0.877245,0.958678,2.343,0,2.296875,0,2296.875,0,31677,94622,12512,100,28.099174,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1087,121,118,3,0,97.520661,2.479339,0,0.945602,0.017381,0.094725,7.595996,28.023846,147.012803,15.123748,131.889054,1.214982,0.12499,1.089992,137.746357,1.1384,93.696844,1,85,0.027778,1,0.972222,35,0,0,0.988372,1,0.994152,0.980264,0.999673,0.999863,0.975207,0.020226,0.979774,0.024793,0.978058,0.975207,0.975223,0.962715,0.998292,0.996232,0.937777,0.975207,2.297,0,2.296875,0,2296.875,0,31677,94622,12512,99.173554,27.066116,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1087,121,120,1,0,99.173554,0.826446,0,0.982071,0.013139,0.074069,5.698261,21.726068,148.665435,14.02132,134.644115,1.22864,0.115879,1.112761,142.371404,1.176623,95.766312,1,84,0.027027,1,0.972973,36,0,0,0.988235,1,0.994083,0.980574,0.999678,0.99986,0.991736,0.018763,0.981237,0.008264,0.991833,0.991736,0.991682,0.981188,0.998282,0.99671,0.993804,0.991736,2.329,0,2.328125,0,2328.125,0,31677,94622,12512,99.173554,26.652893,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1088,120,119,1,0,99.166667,0.833333,0,0.98181,0.008021,0.061886,3.506752,18.317619,143.9511,5.151622,138.799478,1.199593,0.04293,1.156662,140.022629,1.166855,97.270968,1,84,0,0,1,36,0,0,1,1,1,1,1,1,0.991667,0.000287,0.999713,0.008333,0.993333,0.991667,0.992051,0.990969,0.999731,0.999167,0.967505,0.991667,2.318,0,2.328125,0,2328.125,0,31677,94707,12427,100,26.666667,?,?,?,?
car-weka.filters.supervised.instance.Resample-B0.0-S1-Z70.0-no-replacement,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20180905.2121,1088,120,117,3,0,97.5,2.5,0,0.944376,0.012033,0.09347,5.261051,27.666307,143.9511,10.643121,133.30798,1.199593,0.088693,1.1109,133.30798,1.1109,92.606433,1,84,0.027778,1,0.972222,35,0,0,0.988235,1,0.994083,0.980196,1,1,0.975,0.024283,0.975717,0.025,0.975693,0.975,0.974194,0.961126,0.999462,0.998213,0.921392,0.975,2.306,0,2.296875,0,2296.875,0,31677,94707,12427,98.333333,25.625,?,?,?,?
